iteration,mhd_score
0,362.907037
1,362.907037
2,362.907037
3,362.907037
4,362.907037
5,362.907037
6,362.506722
7,362.506722
8,362.506722
9,360.126634
10,360.126634
11,359.335525
12,343.303923
13,343.303923
14,343.303923
15,343.303923
16,343.303923
17,343.303923
18,343.303923
19,343.303923
20,343.303923
21,343.303923
22,343.303923
23,343.303923
24,343.303923
25,343.303923
26,343.303923
27,343.303923
28,343.303923
29,343.303923
30,343.303923
31,343.303923
32,343.303923
33,343.303923
34,343.303923
35,343.303923
36,343.303923
37,343.303923
38,343.303923
39,343.303923
40,343.303923
41,343.303923
42,343.303923
43,343.303923
44,343.303923
45,343.303923
46,343.303923
47,343.303923
48,343.303923
49,343.303923
50,343.303923
51,343.303923
52,343.303923
53,343.303923
54,343.303923
55,343.303923
56,343.303923
57,343.303923
58,343.303923
59,343.303923
60,337.318208
61,318.296824
62,318.296824
63,309.593525
64,309.593525
65,309.593525
66,309.593525
67,309.593525
68,309.593525
69,309.593525
70,309.593525
71,309.593525
72,309.593525
73,309.593525
74,309.593525
75,309.593525
76,309.593525
77,309.593525
78,309.593525
79,309.593525
80,309.593525
81,309.593525
82,309.593525
83,309.593525
84,309.593525
85,309.593525
86,309.593525
87,309.593525
88,309.593525
89,309.593525
90,309.593525
91,309.593525
92,309.593525
93,309.593525
94,309.593525
95,309.593525
96,309.593525
97,309.593525
98,309.593525
99,309.593525
100,309.593525
101,309.593525
102,309.593525
103,309.593525
104,309.593525
105,309.593525
106,309.593525
107,309.593525
108,309.593525
109,309.593525
110,309.593525
111,309.593525
112,309.593525
113,309.593525
114,309.593525
115,309.593525
116,309.593525
117,309.593525
118,309.593525
119,309.593525
120,309.593525
121,309.593525
122,309.593525
123,309.593525
124,309.593525
125,309.593525
126,309.593525
127,309.593525
128,309.593525
129,309.593525
130,309.593525
131,309.593525
132,309.593525
133,309.593525
134,309.593525
135,309.593525
136,309.593525
137,309.593525
138,309.593525
139,309.593525
140,309.593525
141,309.593525
142,309.593525
143,309.593525
144,309.593525
145,309.593525
146,309.593525
147,309.593525
148,309.593525
149,309.593525
150,309.593525
151,309.593525
152,309.593525
153,309.593525
154,309.593525
155,309.593525
156,309.593525
157,306.886666
158,306.886666
159,293.208164
160,292.856788
161,284.580314
162,278.294451
163,278.294451
164,277.462238
165,277.462238
166,277.462238
167,277.462238
168,277.462238
169,277.462238
170,277.462238
171,277.462238
172,277.202251
173,277.202251
174,277.202251
175,277.202251
176,277.202251
177,277.202251
178,277.202251
179,277.202251
180,277.202251
181,277.202251
182,277.202251
183,277.202251
184,277.202251
185,277.202251
186,277.202251
187,277.038567
188,277.038567
189,277.038567
190,276.539615
191,276.539615
192,276.539615
193,276.539615
194,276.539615
195,276.539615
196,276.539615
197,276.539615
198,276.539615
199,276.539615
200,276.539615
201,276.539615
202,276.539615
203,276.539615
204,276.539615
205,276.539615
206,276.539615
207,276.539615
208,276.539615
209,276.539615
210,276.539615
211,276.539615
212,276.539615
213,276.539615
214,276.539615
215,276.539615
216,276.539615
217,276.539615
218,276.539615
219,276.539615
220,276.539615
221,276.539615
222,276.539615
223,276.539615
224,276.539615
225,276.539615
226,276.539615
227,276.539615
228,276.539615
229,276.539615
230,276.539615
231,276.539615
232,276.539615
233,276.539615
234,276.539615
235,276.539615
236,276.539615
237,276.539615
238,276.539615
239,276.539615
240,276.539615
241,276.539615
242,276.539615
243,276.539615
244,276.539615
245,276.539615
246,276.539615
247,276.539615
248,276.539615
249,276.539615
250,276.539615
251,276.539615
252,276.539615
253,276.539615
254,276.539615
255,276.539615
256,276.539615
257,276.539615
258,276.539615
259,276.539615
260,276.539615
261,276.539615
262,276.539615
263,276.539615
264,276.539615
265,276.539615
266,276.539615
267,276.539615
268,276.539615
269,276.539615
270,276.539615
271,276.539615
272,276.539615
273,276.539615
274,276.539615
275,276.539615
276,276.539615
277,276.539615
278,276.539615
279,276.539615
280,276.539615
281,276.539615
282,276.539615
283,276.539615
284,276.539615
285,276.539615
286,276.539615
287,276.539615
288,276.539615
289,276.539615
290,276.539615
291,276.358722
292,276.358722
293,276.358722
294,276.358722
295,276.358722
296,276.358722
297,276.358722
298,276.358722
299,276.358722
300,276.358722
301,276.358722
302,276.358722
303,276.358722
304,276.358722
305,276.358722
306,276.358722
307,276.358722
308,276.358722
309,276.358722
310,276.358722
311,276.358722
312,276.358722
313,276.358722
314,276.358722
315,276.358722
316,276.358722
317,276.358722
318,276.358722
319,276.358722
320,276.358722
321,276.358722
322,276.358722
323,276.358722
324,276.358722
325,276.358722
326,276.358722
327,276.358722
328,276.358722
329,276.358722
330,276.358722
331,276.358722
332,276.358722
333,276.358722
334,276.358722
335,276.358722
336,276.358722
337,276.358722
338,276.358722
339,276.358722
340,276.358722
341,276.358722
